observable,lag_index,time,C,SE_C,SNR_C,C_discard_first_quarter,lambda_eff,lambda_ci_low,lambda_ci_high
sin_theta1,53,0.53,-0.05089180215897262,0.0008173893424700539,-62.26139676006004,-0.05089987108006072,nan,nan,nan
sin_theta1,56,0.56,-0.04845176948640825,0.0007946818689433399,-60.97002005448147,-0.048727796720804406,nan,nan,nan
sin_theta1,60,0.6,-0.04477769515082125,0.0007657112582496414,-58.47856443064414,-0.045329903710257816,nan,nan,nan
sin_theta1,63,0.63,-0.041799663814492814,0.0007423885477669275,-56.30429502209374,-0.0424969612095043,nan,nan,nan
sin_theta1,67,0.67,-0.03775901058853703,0.0007215302269207245,-52.331848590295664,-0.03851476231140681,nan,nan,nan
sin_theta1,71,0.71,-0.03361583921826409,0.0007187026091619792,-46.77294723816404,-0.034451593323575024,nan,nan,nan
sin_theta1,75,0.75,-0.029460687353400076,0.0007374465181157935,-39.94959177334426,-0.030306493142772888,nan,nan,nan
sin_theta1,79,0.79,-0.025391708266733256,0.0007681698469051514,-33.054809908294224,-0.026154918130348818,nan,nan,nan
sin_theta1,84,0.84,-0.020294807895086094,0.000803384542073531,-25.26163603136464,-0.02089692472353073,nan,nan,nan
sin_theta1,89,0.89,-0.015418752359008523,0.0008081467481243208,-19.07914917036403,-0.015883515140289312,nan,nan,nan
sin_theta1,94,0.9400000000000001,-0.011242775936006675,0.0007902168924170714,-14.227455833825443,-0.011670276942127984,nan,nan,nan
sin_theta1,100,1.0,-0.007281217470193391,0.0007511305219209092,-9.693678072850396,-0.0074289588738783,nan,nan,nan
sin_theta1,106,1.06,-0.004293528196256672,0.0006933084108892201,-6.192811350362676,-0.004152961024663483,nan,nan,nan
sin_theta1,112,1.12,-0.0021394857826547587,0.0006849235052807416,-3.1236857344789333,-0.0016679263405769635,nan,nan,nan
sin_theta1,119,1.19,-0.0005990944553100693,0.0006758660406385256,-0.8864100565610217,0.00021406289308359996,nan,nan,nan
sin_theta1,126,1.26,0.00016221814729654256,0.0007122678150817354,0.22774881001456931,0.0010213445365383838,nan,3.7612003070559394,11.077364721744292
sin_theta1,133,1.33,0.0006564069085297801,0.0007096803425525736,0.9249331976264412,0.0013343283342737234,nan,-1.464512229854378,13.916010990626573
sin_theta1,141,1.41,0.00098695146125484,0.000688580749145464,1.4333125962055389,0.0016255156698199921,5.5675697274745435,-6.423039276331161,11.415397426888164
sin_theta1,150,1.5,0.0014949304968294142,0.0007418935676353164,2.0150201619813193,0.002059277267605578,nan,-11.156969919580124,5.5540703103386715
