case,observable,time,C,SE_C,damped_fit,real_exponential_fit
driven_dt2p5e-4,I1_minus_I3,0.54,-0.28093510386378395,0.01385938667875914,-0.27535787144733925,0.11085784951503161
driven_dt2p5e-4,I1_minus_I3,0.55,-0.2853411600358939,0.013759854038346139,-0.2786400445742089,0.10224111165779648
driven_dt2p5e-4,I1_minus_I3,0.56,-0.2877881587130465,0.013672460681851763,-0.280144704472177,0.09429413396301381
driven_dt2p5e-4,I1_minus_I3,0.5700000000000001,-0.2883771531244145,0.013594602824650847,-0.2800331886433338,0.08696485744007242
driven_dt2p5e-4,I1_minus_I3,0.58,-0.2873954667756287,0.013516908953836972,-0.2784599699179095,0.08020526952968893
driven_dt2p5e-4,I1_minus_I3,0.59,-0.2849729909890354,0.013461611506906137,-0.2755724979173837,0.07397108958366264
driven_dt2p5e-4,I1_minus_I3,0.6,-0.2812572122530469,0.01340577936517162,-0.27151109253860545,0.0682214787916001
driven_dt2p5e-4,I1_minus_I3,0.61,-0.2763470101752406,0.013352387142278613,-0.26640888506568666,0.06291877265440017
driven_dt2p5e-4,I1_minus_I3,0.62,-0.2704404669150453,0.013302158061196596,-0.26039180268434103,0.05802823425198941
driven_dt2p5e-4,I1_minus_I3,0.63,-0.26368102721197717,0.013241204073696874,-0.2535785923474559,0.05351782668901553
driven_dt2p5e-4,I1_minus_I3,0.64,-0.2561518339680348,0.013179814833625913,-0.24608088011953683,0.04935800322783915
driven_dt2p5e-4,I1_minus_I3,0.65,-0.247912991523505,0.013123246418789092,-0.23800326230984006,0.04552151373402859
driven_dt2p5e-4,I1_minus_I3,0.66,-0.239018038025586,0.013079808317437693,-0.2294434248882375,0.04198322616642191
driven_dt2p5e-4,I1_minus_I3,0.67,-0.22958131678082644,0.0130374469366416,-0.22049228786298422,0.03871996194237596
driven_dt2p5e-4,I1_minus_I3,0.68,-0.2197270911041746,0.012990936600345945,-0.2112341714845169,0.03571034409971403
driven_dt2p5e-4,I1_minus_I3,0.6900000000000001,-0.20957474754063976,0.012954033839547055,-0.20174698132323884,0.0329346572607124
